Time (S),State,Target Vel (R/S),Act Vel (R/S),Target Accel (R/S/S),Act Accel (R/S/S),Iq Current (A),Id Current (A),SMA Iq (A),Torque Set (nM),Act Torque (nM),Motor Encoder Count,Wheel Encoder Count,Hall Count,MPB Encoder Count,Faults (RAW),Spare1,Spare2,UUT Serial Number,Dataset Timestamp
80.468000,0.000000,6.000000,5.982000,10.000000,10.000000,19.200000,-0.100000,16.025000,5.000000,0.603053,-12207933.000000,0.000000,0.000000,-12835.000000,0.000000,7,80375,T1-MX-1111-222333,11/01/2017 11:11:01
80.595000,0.000000,6.000000,5.982000,10.000000,10.000000,20.200000,0.300000,16.712500,5.000000,0.977379,-12188326.000000,0.000000,0.000000,-14483.000000,0.000000,6,80500,T1-MX-1111-222333,11/01/2017 11:11:01
80.718000,0.000000,6.000000,5.944000,10.000000,10.000000,22.600000,0.300000,17.912500,5.000000,1.338881,-12169071.000000,0.000000,0.000000,-15424.000000,0.000000,8,80625,T1-MX-1111-222333,11/01/2017 11:11:01
80.843000,0.000000,6.000000,5.982000,10.000000,10.000000,20.100000,-0.200000,18.650000,5.000000,1.736382,-12149468.000000,0.000000,0.000000,-17012.000000,0.000000,5,80750,T1-MX-1111-222333,11/01/2017 11:11:01
80.967000,0.000000,6.000000,6.020000,10.000000,10.000000,20.700000,0.700000,19.550000,5.000000,2.263858,-12129953.000000,0.000000,0.000000,-18050.000000,0.000000,5,80875,T1-MX-1111-222333,11/01/2017 11:11:01
81.095000,16.000000,8.000000,5.944000,10.000000,10.000000,23.700000,0.400000,20.550000,5.000000,2.555738,-12110356.000000,0.000000,0.000000,-19675.000000,0.000000,0,81000,T1-MX-1111-222333,11/01/2017 11:11:01
81.219000,16.000000,8.000000,7.133000,10.000000,10.000000,28.000000,0.300000,21.650000,5.000000,2.807289,-12089149.000000,0.000000,0.000000,-20660.000000,0.000000,8,81125,T1-MX-1111-222333,11/01/2017 11:11:01
81.344000,16.000000,8.000000,8.015000,10.000000,10.000000,24.400000,-0.100000,22.362500,5.000000,2.993860,-12063919.000000,0.000000,0.000000,-22762.000000,0.000000,7,81250,T1-MX-1111-222333,11/01/2017 11:11:01
81.469000,16.000000,8.000000,7.976000,10.000000,10.000000,24.300000,-0.200000,23.000000,5.000000,3.328308,-12037832.000000,0.000000,0.000000,-23967.000000,0.000000,7,81375,T1-MX-1111-222333,11/01/2017 11:11:01
81.593000,16.000000,8.000000,7.938000,10.000000,10.000000,25.900000,-0.500000,23.712500,5.000000,3.537507,-12011870.000000,0.000000,0.000000,-26193.000000,0.000000,7,81500,T1-MX-1111-222333,11/01/2017 11:11:01
81.716000,16.000000,8.000000,7.976000,10.000000,10.000000,24.300000,-0.600000,23.925000,5.000000,3.723229,-11985876.000000,0.000000,0.000000,-27416.000000,0.000000,5,81625,T1-MX-1111-222333,11/01/2017 11:11:01
81.844000,16.000000,8.000000,7.938000,10.000000,10.000000,25.100000,0.500000,24.550000,5.000000,3.996328,-11959902.000000,0.000000,0.000000,-29634.000000,0.000000,3,81750,T1-MX-1111-222333,11/01/2017 11:11:01
81.968000,16.000000,8.000000,7.976000,10.000000,10.000000,24.000000,-0.600000,24.962500,5.000000,4.159165,-11933922.000000,0.000000,0.000000,-30914.000000,0.000000,6,81875,T1-MX-1111-222333,11/01/2017 11:11:01
82.094000,16.000000,10.000000,7.976000,10.000000,10.000000,25.000000,-1.400000,25.125000,5.000000,4.292965,-11907853.000000,0.000000,0.000000,-33075.000000,0.000000,0,82000,T1-MX-1111-222333,11/01/2017 11:11:01
82.219000,16.000000,10.000000,9.165000,10.000000,10.000000,29.000000,-0.500000,25.250000,5.000000,4.406068,-11880051.000000,0.000000,0.000000,-34951.000000,0.000000,7,82125,T1-MX-1111-222333,11/01/2017 11:11:01
82.342000,16.000000,10.000000,10.085000,10.000000,10.000000,26.600000,0.400000,25.525000,5.000000,4.520064,-11848393.000000,0.000000,0.000000,-36971.000000,0.000000,7,82250,T1-MX-1111-222333,11/01/2017 11:11:01
82.468000,16.000000,10.000000,10.009000,10.000000,10.000000,27.900000,-0.700000,25.975000,5.000000,4.621313,-11815747.000000,0.000000,0.000000,-39199.000000,0.000000,4,82375,T1-MX-1111-222333,11/01/2017 11:11:01
82.594000,16.000000,10.000000,9.932000,10.000000,10.000000,27.000000,0.000000,26.112500,5.000000,4.705928,-11782974.000000,0.000000,0.000000,-41424.000000,0.000000,5,82500,T1-MX-1111-222333,11/01/2017 11:11:01
82.718000,16.000000,10.000000,9.970000,10.000000,10.000000,26.500000,0.300000,26.387500,5.000000,4.769873,-11750461.000000,0.000000,0.000000,-42947.000000,0.000000,7,82625,T1-MX-1111-222333,11/01/2017 11:11:01
82.844000,16.000000,10.000000,9.970000,10.000000,10.000000,27.400000,0.500000,26.675000,5.000000,4.907882,-11718045.000000,0.000000,0.000000,-45784.000000,0.000000,6,82750,T1-MX-1111-222333,11/01/2017 11:11:01
82.967000,16.000000,10.000000,9.970000,10.000000,10.000000,27.500000,0.800000,27.112500,5.000000,4.995884,-11685533.000000,0.000000,0.000000,-47861.000000,0.000000,7,82875,T1-MX-1111-222333,11/01/2017 11:11:01
83.092000,16.000000,12.000000,9.932000,10.000000,10.000000,26.700000,0.000000,27.325000,5.000000,5.035452,-11653001.000000,0.000000,0.000000,-49943.000000,0.000000,0,83000,T1-MX-1111-222333,11/01/2017 11:11:01
83.219000,16.000000,12.000000,11.236000,10.000000,10.000000,30.400000,0.700000,27.500000,5.000000,4.995877,-11618451.000000,0.000000,0.000000,-52182.000000,0.000000,4,83125,T1-MX-1111-222333,11/01/2017 11:11:01
83.344000,16.000000,12.000000,12.080000,10.000000,10.000000,24.000000,0.400000,27.175000,5.000000,4.984878,-11580154.000000,0.000000,0.000000,-54682.000000,0.000000,7,83250,T1-MX-1111-222333,11/01/2017 11:11:01
83.468000,16.000000,12.000000,12.080000,10.000000,10.000000,25.700000,1.100000,26.900000,5.000000,5.090694,-11541015.000000,0.000000,0.000000,-57522.000000,0.000000,6,83375,T1-MX-1111-222333,11/01/2017 11:11:01
83.651000,16.000000,12.000000,12.003000,10.000000,10.000000,27.000000,-0.200000,26.900000,5.000000,5.124242,-11485835.000000,0.000000,0.000000,-60601.000000,0.000000,6,83500,T1-MX-1111-222333,11/01/2017 11:11:01
83.717000,16.000000,12.000000,11.965000,10.000000,10.000000,27.600000,0.200000,27.037500,5.000000,5.102016,-11462987.000000,0.000000,0.000000,-62684.000000,0.000000,64,83625,T1-MX-1111-222333,11/01/2017 11:11:01
83.842000,16.000000,12.000000,12.003000,10.000000,10.000000,27.600000,-0.800000,27.062500,5.000000,5.075590,-11424004.000000,0.000000,0.000000,-65184.000000,0.000000,4,83750,T1-MX-1111-222333,11/01/2017 11:11:01
83.968000,16.000000,12.000000,11.965000,10.000000,10.000000,27.200000,0.300000,27.025000,5.000000,5.115529,-11384712.000000,0.000000,0.000000,-67809.000000,0.000000,4,83875,T1-MX-1111-222333,11/01/2017 11:11:01
84.093000,16.000000,14.000000,11.965000,10.000000,10.000000,31.300000,0.000000,27.600000,5.000000,5.125237,-11345795.000000,0.000000,0.000000,-70517.000000,0.000000,0,84000,T1-MX-1111-222333,11/01/2017 11:11:01
84.219000,16.000000,14.000000,13.153000,10.000000,10.000000,33.500000,1.400000,27.987500,5.000000,5.084927,-11304995.000000,0.000000,0.000000,-72441.000000,0.000000,5,84125,T1-MX-1111-222333,11/01/2017 11:11:01
84.343000,16.000000,14.000000,14.074000,10.000000,10.000000,27.400000,1.100000,28.412500,5.000000,5.120025,-11259937.000000,0.000000,0.000000,-76211.000000,0.000000,7,84250,T1-MX-1111-222333,11/01/2017 11:11:01
84.467000,16.000000,14.000000,14.035000,10.000000,10.000000,29.500000,-0.200000,28.887500,5.000000,5.148591,-11214308.000000,0.000000,0.000000,-78404.000000,0.000000,6,84375,T1-MX-1111-222333,11/01/2017 11:11:01
84.598000,16.000000,14.000000,13.997000,10.000000,10.000000,28.200000,-0.700000,29.037500,5.000000,5.160436,-11168805.000000,0.000000,0.000000,-82446.000000,0.000000,4,84500,T1-MX-1111-222333,11/01/2017 11:11:01
84.719000,16.000000,14.000000,14.035000,10.000000,10.000000,26.600000,-0.700000,28.912500,5.000000,5.014425,-11122896.000000,0.000000,0.000000,-83563.000000,0.000000,11,84625,T1-MX-1111-222333,11/01/2017 11:11:01
84.845000,16.000000,14.000000,13.959000,10.000000,10.000000,28.300000,1.200000,29.000000,5.000000,5.160694,-11077370.000000,0.000000,0.000000,-88425.000000,0.000000,7,84750,T1-MX-1111-222333,11/01/2017 11:11:01
84.967000,16.000000,14.000000,14.035000,10.000000,10.000000,25.200000,0.200000,28.750000,5.000000,5.111401,-11032233.000000,0.000000,0.000000,-89685.000000,0.000000,7,84875,T1-MX-1111-222333,11/01/2017 11:11:01
85.094000,16.000000,14.000000,13.997000,10.000000,10.000000,29.000000,-0.400000,28.462500,5.000000,5.022725,-10986348.000000,0.000000,0.000000,-94441.000000,0.000000,0,85000,T1-MX-1111-222333,11/01/2017 11:11:01
85.216000,16.000000,14.000000,14.035000,10.000000,10.000000,25.600000,-1.800000,27.475000,5.000000,5.007453,-10940833.000000,0.000000,0.000000,-97357.000000,0.000000,6,85125,T1-MX-1111-222333,11/01/2017 11:11:01
85.344000,16.000000,14.000000,13.997000,10.000000,10.000000,27.700000,1.200000,27.512500,5.000000,4.943495,-10895273.000000,0.000000,0.000000,-100456.000000,0.000000,3,85250,T1-MX-1111-222333,11/01/2017 11:11:01
85.468000,16.000000,14.000000,13.997000,10.000000,10.000000,27.800000,0.300000,27.300000,5.000000,5.000849,-10849752.000000,0.000000,0.000000,-103261.000000,0.000000,7,85375,T1-MX-1111-222333,11/01/2017 11:11:01
85.594000,16.000000,14.000000,13.997000,10.000000,10.000000,27.100000,0.700000,27.162500,5.000000,4.994936,-10803866.000000,0.000000,0.000000,-106469.000000,0.000000,5,85500,T1-MX-1111-222333,11/01/2017 11:11:01
85.719000,16.000000,14.000000,13.920000,10.000000,10.000000,27.000000,-1.200000,27.212500,5.000000,5.047248,-10758235.000000,0.000000,0.000000,-109373.000000,0.000000,7,85625,T1-MX-1111-222333,11/01/2017 11:11:01
85.844000,16.000000,14.000000,13.997000,10.000000,10.000000,26.200000,0.700000,26.950000,5.000000,5.081110,-10712714.000000,0.000000,0.000000,-112571.000000,0.000000,7,85750,T1-MX-1111-222333,11/01/2017 11:11:01
85.968000,16.000000,14.000000,13.959000,10.000000,10.000000,29.300000,0.100000,27.462500,5.000000,5.019359,-10667248.000000,0.000000,0.000000,-115676.000000,0.000000,6,85875,T1-MX-1111-222333,11/01/2017 11:11:01
86.093000,16.000000,14.000000,14.035000,10.000000,10.000000,23.800000,-0.900000,26.812500,5.000000,5.024379,-10621724.000000,0.000000,0.000000,-118393.000000,0.000000,0,86000,T1-MX-1111-222333,11/01/2017 11:11:01
86.219000,16.000000,14.000000,13.997000,10.000000,10.000000,26.000000,0.600000,26.862500,5.000000,5.006992,-10575928.000000,0.000000,0.000000,-121594.000000,0.000000,6,86125,T1-MX-1111-222333,11/01/2017 11:11:01
86.344000,16.000000,14.000000,13.920000,10.000000,10.000000,28.300000,1.900000,26.937500,5.000000,5.021648,-10530435.000000,0.000000,0.000000,-124786.000000,0.000000,7,86250,T1-MX-1111-222333,11/01/2017 11:11:01
86.468000,16.000000,14.000000,13.997000,10.000000,10.000000,26.500000,-0.700000,26.775000,5.000000,4.985604,-10484945.000000,0.000000,0.000000,-126828.000000,0.000000,7,86375,T1-MX-1111-222333,11/01/2017 11:11:01
86.592000,16.000000,14.000000,13.959000,10.000000,10.000000,27.900000,1.000000,26.875000,5.000000,4.976747,-10439478.000000,0.000000,0.000000,-130706.000000,0.000000,6,86500,T1-MX-1111-222333,11/01/2017 11:11:01
86.719000,16.000000,14.000000,13.997000,10.000000,10.000000,26.400000,1.200000,26.800000,5.000000,4.915275,-10393635.000000,0.000000,0.000000,-131963.000000,0.000000,4,86625,T1-MX-1111-222333,11/01/2017 11:11:01
86.843000,16.000000,14.000000,13.959000,10.000000,10.000000,27.600000,0.500000,26.975000,5.000000,5.013747,-10348196.000000,0.000000,0.000000,-136812.000000,0.000000,7,86750,T1-MX-1111-222333,11/01/2017 11:11:01
86.969000,16.000000,14.000000,13.997000,10.000000,10.000000,25.400000,-0.600000,26.487500,5.000000,4.919212,-10302668.000000,0.000000,0.000000,-139817.000000,0.000000,6,86875,T1-MX-1111-222333,11/01/2017 11:11:01
87.094000,16.000000,12.000000,13.959000,10.000000,10.000000,28.700000,1.200000,27.100000,5.000000,5.022672,-10257226.000000,0.000000,0.000000,-142725.000000,0.000000,0,87000,T1-MX-1111-222333,11/01/2017 11:11:01
87.217000,16.000000,12.000000,12.808000,10.000000,10.000000,24.300000,0.300000,26.887500,5.000000,4.978509,-10213607.000000,0.000000,0.000000,-145735.000000,0.000000,6,87125,T1-MX-1111-222333,11/01/2017 11:11:01
87.344000,16.000000,12.000000,11.965000,10.000000,10.000000,25.800000,0.000000,26.575000,5.000000,5.015751,-10173528.000000,0.000000,0.000000,-148552.000000,0.000000,3,87250,T1-MX-1111-222333,11/01/2017 11:11:01
87.469000,16.000000,12.000000,11.926000,10.000000,10.000000,28.900000,-1.000000,26.875000,5.000000,5.006268,-10134655.000000,0.000000,0.000000,-151047.000000,0.000000,7,87375,T1-MX-1111-222333,11/01/2017 11:11:01
87.593000,16.000000,12.000000,11.926000,10.000000,10.000000,28.100000,-1.500000,26.900000,5.000000,4.980737,-10095746.000000,0.000000,0.000000,-153699.000000,0.000000,7,87500,T1-MX-1111-222333,11/01/2017 11:11:01
87.719000,16.000000,12.000000,11.965000,10.000000,10.000000,27.700000,1.300000,27.062500,5.000000,5.011961,-10056528.000000,0.000000,0.000000,-156201.000000,0.000000,5,87625,T1-MX-1111-222333,11/01/2017 11:11:01
87.844000,16.000000,12.000000,12.003000,10.000000,10.000000,27.300000,-1.200000,27.025000,5.000000,5.022760,-10017465.000000,0.000000,0.000000,-158950.000000,0.000000,7,87750,T1-MX-1111-222333,11/01/2017 11:11:01
87.967000,16.000000,12.000000,12.003000,10.000000,10.000000,26.900000,0.000000,27.212500,5.000000,4.983411,-9978725.000000,0.000000,0.000000,-161372.000000,0.000000,7,87875,T1-MX-1111-222333,11/01/2017 11:11:01
88.093000,16.000000,10.000000,12.003000,10.000000,10.000000,27.300000,-1.100000,27.037500,5.000000,4.995369,-9939287.000000,0.000000,0.000000,-164036.000000,0.000000,0,88000,T1-MX-1111-222333,11/01/2017 11:11:01
88.219000,16.000000,10.000000,10.776000,10.000000,10.000000,21.000000,-0.100000,26.625000,5.000000,5.028587,-9902091.000000,0.000000,0.000000,-166640.000000,0.000000,4,88125,T1-MX-1111-222333,11/01/2017 11:11:01
88.345000,16.000000,10.000000,9.932000,10.000000,10.000000,25.700000,0.600000,26.612500,5.000000,5.035806,-9868782.000000,0.000000,0.000000,-168746.000000,0.000000,6,88250,T1-MX-1111-222333,11/01/2017 11:11:01
88.469000,16.000000,10.000000,9.970000,10.000000,10.000000,26.500000,0.600000,26.312500,5.000000,4.992596,-9836419.000000,0.000000,0.000000,-170475.000000,0.000000,8,88375,T1-MX-1111-222333,11/01/2017 11:11:01
88.593000,16.000000,10.000000,10.009000,10.000000,10.000000,25.600000,-0.100000,26.000000,5.000000,4.968348,-9803943.000000,0.000000,0.000000,-173035.000000,0.000000,7,88500,T1-MX-1111-222333,11/01/2017 11:11:01
88.717000,16.000000,10.000000,9.970000,10.000000,10.000000,27.200000,0.000000,25.937500,5.000000,4.984115,-9771210.000000,0.000000,0.000000,-174003.000000,0.000000,6,88625,T1-MX-1111-222333,11/01/2017 11:11:01
88.844000,16.000000,10.000000,10.085000,10.000000,10.000000,21.100000,0.100000,25.162500,5.000000,4.986396,-9738744.000000,0.000000,0.000000,-177400.000000,0.000000,4,88750,T1-MX-1111-222333,11/01/2017 11:11:01
88.969000,16.000000,10.000000,9.970000,10.000000,10.000000,27.200000,-0.400000,25.200000,5.000000,4.991621,-9706258.000000,0.000000,0.000000,-179614.000000,0.000000,7,88875,T1-MX-1111-222333,11/01/2017 11:11:01
89.094000,16.000000,8.000000,9.970000,10.000000,10.000000,25.300000,-0.600000,24.950000,5.000000,4.966277,-9673521.000000,0.000000,0.000000,-181834.000000,0.000000,0,89000,T1-MX-1111-222333,11/01/2017 11:11:01
89.219000,16.000000,8.000000,8.820000,10.000000,10.000000,20.700000,0.200000,24.912500,5.000000,4.964170,-9642714.000000,0.000000,0.000000,-183816.000000,0.000000,7,89125,T1-MX-1111-222333,11/01/2017 11:11:01
89.345000,16.000000,8.000000,7.938000,10.000000,10.000000,25.000000,-0.700000,24.825000,5.000000,5.009297,-9615917.000000,0.000000,0.000000,-185718.000000,0.000000,7,89250,T1-MX-1111-222333,11/01/2017 11:11:01
89.468000,16.000000,8.000000,8.053000,10.000000,10.000000,21.900000,0.000000,24.250000,5.000000,4.950847,-9590019.000000,0.000000,0.000000,-187371.000000,0.000000,7,89375,T1-MX-1111-222333,11/01/2017 11:11:01
89.594000,16.000000,8.000000,7.976000,10.000000,10.000000,25.300000,0.900000,24.212500,5.000000,4.959447,-9564077.000000,0.000000,0.000000,-189139.000000,0.000000,5,89500,T1-MX-1111-222333,11/01/2017 11:11:01
89.718000,16.000000,8.000000,7.976000,10.000000,10.000000,27.100000,-0.400000,24.200000,5.000000,4.993391,-9538159.000000,0.000000,0.000000,-190806.000000,0.000000,7,89625,T1-MX-1111-222333,11/01/2017 11:11:01
89.843000,16.000000,8.000000,7.976000,10.000000,10.000000,26.500000,0.100000,24.875000,5.000000,4.952343,-9512141.000000,0.000000,0.000000,-192580.000000,0.000000,5,89750,T1-MX-1111-222333,11/01/2017 11:11:01
89.966000,16.000000,8.000000,7.976000,10.000000,10.000000,28.100000,1.200000,24.987500,5.000000,4.982004,-9486143.000000,0.000000,0.000000,-194241.000000,0.000000,5,89875,T1-MX-1111-222333,11/01/2017 11:11:01
90.091000,16.000000,6.000000,8.015000,10.000000,10.000000,24.900000,0.500000,24.937500,5.000000,4.988380,-9459959.000000,0.000000,0.000000,-195909.000000,0.000000,0,90000,T1-MX-1111-222333,11/01/2017 11:11:01
90.217000,16.000000,6.000000,6.787000,10.000000,10.000000,20.800000,0.200000,24.950000,5.000000,5.002310,-9435749.000000,0.000000,0.000000,-197644.000000,0.000000,3,90125,T1-MX-1111-222333,11/01/2017 11:11:01
90.344000,16.000000,6.000000,5.905000,10.000000,10.000000,25.900000,0.100000,25.062500,5.000000,4.992156,-9415352.000000,0.000000,0.000000,-199080.000000,0.000000,3,90250,T1-MX-1111-222333,11/01/2017 11:11:01
90.468000,16.000000,6.000000,5.944000,10.000000,10.000000,26.100000,0.200000,25.587500,5.000000,4.971316,-9396006.000000,0.000000,0.000000,-200319.000000,0.000000,7,90375,T1-MX-1111-222333,11/01/2017 11:11:01
90.594000,16.000000,6.000000,5.982000,10.000000,10.000000,24.300000,0.300000,25.462500,5.000000,4.952689,-9376507.000000,0.000000,0.000000,-201673.000000,0.000000,6,90500,T1-MX-1111-222333,11/01/2017 11:11:01
90.717000,16.000000,6.000000,6.020000,10.000000,10.000000,23.500000,-0.500000,25.012500,5.000000,4.887310,-9357005.000000,0.000000,0.000000,-202898.000000,0.000000,7,90625,T1-MX-1111-222333,11/01/2017 11:11:01
90.844000,16.000000,6.000000,5.982000,10.000000,10.000000,26.400000,0.700000,25.000000,5.000000,4.931462,-9337518.000000,0.000000,0.000000,-204230.000000,0.000000,4,90750,T1-MX-1111-222333,11/01/2017 11:11:01
90.968000,16.000000,6.000000,5.982000,10.000000,10.000000,24.300000,-0.400000,24.525000,5.000000,4.988733,-9317930.000000,0.000000,0.000000,-205481.000000,0.000000,5,90875,T1-MX-1111-222333,11/01/2017 11:11:01
91.094000,0.000000,4.000000,5.982000,10.000000,10.000000,26.300000,-0.600000,24.700000,0.000000,4.990862,-9298429.000000,0.000000,0.000000,-206818.000000,0.000000,0,91000,T1-MX-1111-222333,11/01/2017 11:11:01
91.218000,0.000000,4.000000,4.870000,10.000000,10.000000,14.600000,-0.600000,23.925000,0.000000,4.691613,-9280539.000000,0.000000,0.000000,-208013.000000,0.000000,7,91125,T1-MX-1111-222333,11/01/2017 11:11:01
91.345000,0.000000,4.000000,3.988000,10.000000,10.000000,18.400000,-0.200000,22.987500,0.000000,3.513299,-9266499.000000,0.000000,0.000000,-209007.000000,0.000000,6,91250,T1-MX-1111-222333,11/01/2017 11:11:01
91.467000,0.000000,4.000000,4.026000,10.000000,10.000000,17.300000,0.100000,21.887500,0.000000,2.874646,-9253620.000000,0.000000,0.000000,-209846.000000,0.000000,8,91375,T1-MX-1111-222333,11/01/2017 11:11:01
91.595000,0.000000,4.000000,3.988000,10.000000,10.000000,19.100000,0.100000,21.237500,0.000000,2.393073,-9240511.000000,0.000000,0.000000,-210775.000000,0.000000,3,91500,T1-MX-1111-222333,11/01/2017 11:11:01
91.718000,0.000000,4.000000,4.026000,10.000000,10.000000,19.000000,0.000000,20.675000,0.000000,2.055973,-9227429.000000,0.000000,0.000000,-211607.000000,0.000000,8,91625,T1-MX-1111-222333,11/01/2017 11:11:01
91.843000,0.000000,4.000000,4.065000,10.000000,10.000000,16.300000,0.100000,19.412500,0.000000,1.710489,-9214327.000000,0.000000,0.000000,-212521.000000,0.000000,6,91750,T1-MX-1111-222333,11/01/2017 11:11:01
91.968000,0.000000,4.000000,4.026000,10.000000,10.000000,16.600000,0.100000,18.450000,0.000000,1.581433,-9201279.000000,0.000000,0.000000,-213403.000000,0.000000,7,91875,T1-MX-1111-222333,11/01/2017 11:11:01
92.092000,0.000000,2.000000,3.988000,10.000000,10.000000,18.400000,0.000000,17.462500,0.000000,1.523549,-9188263.000000,0.000000,0.000000,-214258.000000,0.000000,0,92000,T1-MX-1111-222333,11/01/2017 11:11:01
92.216000,0.000000,2.000000,2.799000,10.000000,10.000000,11.100000,-0.100000,17.025000,0.000000,1.392497,-9177034.000000,0.000000,0.000000,-215013.000000,0.000000,5,92125,T1-MX-1111-222333,11/01/2017 11:11:01
92.343000,0.000000,2.000000,1.955000,10.000000,10.000000,14.200000,0.300000,16.500000,0.000000,1.311847,-9169698.000000,0.000000,0.000000,-215541.000000,0.000000,3,92250,T1-MX-1111-222333,11/01/2017 11:11:01
92.469000,0.000000,2.000000,1.955000,10.000000,10.000000,15.200000,-0.300000,16.237500,0.000000,1.220892,-9163275.000000,0.000000,0.000000,-215998.000000,0.000000,5,92375,T1-MX-1111-222333,11/01/2017 11:11:01
92.594000,0.000000,2.000000,1.994000,10.000000,10.000000,14.300000,-0.300000,15.637500,0.000000,1.115425,-9156803.000000,0.000000,0.000000,-216420.000000,0.000000,7,92500,T1-MX-1111-222333,11/01/2017 11:11:01
92.719000,0.000000,2.000000,1.994000,10.000000,10.000000,14.300000,0.200000,15.050000,0.000000,0.970115,-9150306.000000,0.000000,0.000000,-216868.000000,0.000000,7,92625,T1-MX-1111-222333,11/01/2017 11:11:01
92.842000,0.000000,2.000000,2.032000,10.000000,10.000000,13.900000,0.100000,14.750000,0.000000,0.880390,-9143774.000000,0.000000,0.000000,-217277.000000,0.000000,7,92750,T1-MX-1111-222333,11/01/2017 11:11:01
92.967000,0.000000,2.000000,1.955000,10.000000,10.000000,15.200000,0.100000,14.575000,0.000000,0.820816,-9137215.000000,0.000000,0.000000,-217618.000000,0.000000,3,92875,T1-MX-1111-222333,11/01/2017 11:11:01
93.093000,0.000000,0.000000,1.994000,10.000000,10.000000,13.500000,0.100000,13.962500,0.000000,0.777564,-9130691.000000,0.000000,0.000000,-218157.000000,0.000000,0,93000,T1-MX-1111-222333,11/01/2017 11:11:01
93.219000,0.000000,0.000000,0.805000,10.000000,10.000000,6.800000,0.100000,13.425000,0.000000,0.747186,-9125912.000000,0.000000,0.000000,-218449.000000,0.000000,6,93125,T1-MX-1111-222333,11/01/2017 11:11:01
93.342000,0.000000,0.000000,0.000000,10.000000,10.000000,8.000000,0.000000,12.650000,0.000000,0.746019,-9125039.000000,0.000000,0.000000,-218589.000000,0.000000,7,93250,T1-MX-1111-222333,11/01/2017 11:11:01
93.470000,0.000000,0.000000,0.000000,10.000000,10.000000,8.200000,0.300000,11.775000,0.000000,0.761361,-9125032.000000,0.000000,0.000000,-218591.000000,0.000000,5,93375,T1-MX-1111-222333,11/01/2017 11:11:01
93.592000,0.000000,0.000000,0.000000,10.000000,10.000000,7.700000,0.100000,10.950000,0.000000,0.784595,-9125022.000000,0.000000,0.000000,-218592.000000,0.000000,8,93500,T1-MX-1111-222333,11/01/2017 11:11:01
93.719000,0.000000,0.000000,0.000000,10.000000,10.000000,8.100000,-0.100000,10.175000,0.000000,0.725095,-9125008.000000,0.000000,0.000000,-218593.000000,0.000000,4,93625,T1-MX-1111-222333,11/01/2017 11:11:01
93.845000,0.000000,0.000000,0.000000,10.000000,10.000000,7.700000,-0.100000,9.400000,0.000000,0.703851,-9124992.000000,0.000000,0.000000,-218594.000000,0.000000,7,93750,T1-MX-1111-222333,11/01/2017 11:11:01
93.969000,0.000000,0.000000,0.000000,10.000000,10.000000,7.200000,0.100000,8.400000,0.000000,0.655057,-9124971.000000,0.000000,0.000000,-218595.000000,0.000000,8,93875,T1-MX-1111-222333,11/01/2017 11:11:01
94.094000,2.000000,0.000000,0.000000,10.000000,10.000000,7.200000,0.000000,7.612500,0.000000,0.615431,-9124953.000000,0.000000,0.000000,-218597.000000,0.000000,0,94000,T1-MX-1111-222333,11/01/2017 11:11:01
94.217000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,0.000000,6.750000,0.000000,0.030488,-9125155.000000,0.000000,0.000000,-218592.000000,0.000000,0,94125,T1-MX-1111-222333,11/01/2017 11:11:01
94.341000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,-0.100000,5.762500,0.000000,0.418792,-9125164.000000,0.000000,0.000000,-218592.000000,0.000000,4,94250,T1-MX-1111-222333,11/01/2017 11:11:01
94.468000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,-0.100000,4.750000,0.000000,0.578955,-9125175.000000,0.000000,0.000000,-218592.000000,0.000000,3,94375,T1-MX-1111-222333,11/01/2017 11:11:01
94.594000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.000000,3.787500,0.000000,0.709099,-9125186.000000,0.000000,0.000000,-218592.000000,0.000000,6,94500,T1-MX-1111-222333,11/01/2017 11:11:01
94.722000,0.000000,0.000000,0.000000,10.000000,10.000000,-0.100000,0.000000,2.762500,0.000000,0.769694,-9125204.000000,0.000000,0.000000,-218592.000000,0.000000,7,94625,T1-MX-1111-222333,11/01/2017 11:11:01
94.843000,0.000000,0.000000,-0.038000,10.000000,10.000000,0.100000,-0.100000,1.812500,0.000000,0.812733,-9125222.000000,0.000000,0.000000,-218592.000000,0.000000,10,94750,T1-MX-1111-222333,11/01/2017 11:11:01
94.967000,0.000000,0.000000,0.000000,10.000000,10.000000,0.100000,-0.100000,0.925000,0.000000,0.855606,-9125223.000000,0.000000,0.000000,-218592.000000,0.000000,6,94875,T1-MX-1111-222333,11/01/2017 11:11:01
95.093000,1.000000,0.000000,0.000000,10.000000,10.000000,0.000000,-0.300000,0.025000,0.000000,0.894656,-9125228.000000,0.000000,0.000000,-218592.000000,0.000000,0,95000,T1-MX-1111-222333,11/01/2017 11:11:01
95.218000,1.000000,0.000000,0.000000,10.000000,10.000000,0.000000,0.200000,0.037500,0.000000,0.911357,-9125241.000000,0.000000,0.000000,0.000000,0.000000,4,95125,T1-MX-1111-222333,11/01/2017 11:11:01
